voteFoodUp,voteFoodDown,voteFoodLeft,voteFoodRight,voteGhostUp,voteGhostDown,voteGhosLeft,voteGhostRight,labelNextAction
0,0,0.5577600200000001,1.3511620800000002,0,0,-0.0010798,-0.00093914,East
0,0,0.27709140000000004,1.406235870000001,0,0,0.0,-0.00270794,East
0,0,0.18945318,1.509713610000001,0,0,0.0,-0.00447683,East
0,0,0.15188015999999996,1.6604030600000008,0,0,0.0,-0.00592592,East
1.99311319,0,0.09777889999999999,0,-0.0103387,0,0.0,0,North
2.894132719999999,0.04623514,0,0,-0.02371742,0.0,0,0,North
2.097933739999999,0.03797068,0.6507906700000003,1.5382230299999997,-0.02371742,0.0,0.0,0.0,North
2.1975507499999996,0.6889477100000002,0,0,-0.02371742,0.0,0,0,North
2.0521086400000006,0.4698083599999999,0,0.7037806500000001,-0.02371742,0.0,0,0.0,North
2.4121151400000005,0.6616142700000003,0,0,-0.04868577,0.0,0,0,North
1.5097677299999999,0.49105922,0.6430823300000004,1.5479308699999996,0.0,0.0,-0.1262963,0.0,East
0,0,0.8338482000000003,1.8776664299999999,0,0,-0.07545082,0.0,East
1.41631094,0,0.5131005699999999,1.53148047,0.0,0,-0.07545082,0.0,East
0,1.72681086,0.5406224599999996,0,0,0.0,-0.07545082,0,South
0.38509878,1.0705849800000005,0,0,-0.10915452,0.0,0,0,South
0.29993607999999994,1.5514520000000003,0.5858148500000002,1.42332483,-0.1262963,0.0,0.0,0.0,South
1.0245135000000007,0.6921524099999999,0,0,-0.1262963,0.0,0,0,North
0.29993607999999994,0.551452,0.5858148500000002,1.42332483,-1.62037037,0.0,0.0,0.0,East
0,0,0.7184439700000002,1.6626758899999998,0,0,-0.5266203700000001,0.0,East
1.41303162,1.22935957,0.4790368099999995,0,0.0,0.0,-0.5266203700000001,0,North
1.2497677299999999,0.5261239099999995,0,0,0.0,-0.23625000000000002,0,0,North
1.25739845,0.3051593799999999,0,0,0.0,-0.2025463,0,0,North
1.2652497800000002,0.16103997000000003,0,0,0.0,-0.2025463,0,0,North
0,0.13102007999999996,0.4590817899999998,0,0,-0.45037037,0.0,0,West
0,0,0.5069023399999998,0.06783091000000001,0,0,0.0,-0.45037037,West
0,0,0.5353031099999999,0.02849252,0,0,0.0,-0.45037037,West
0,1.3759394900000008,0,0.02421719,0,0.0,0,-0.23625000000000002,South
0.0,0.4607821399999997,0,0,-0.5266203700000001,0.0,0,0,South
0.0,0,0.5156005699999998,0.21733774,-1.40625,0,0.0,0.0,West
0,0,0.8373084100000002,0.13380998,0,0,0.0,-1.40625,West
1.5097677299999999,0.3933833199999999,0.6647663400000003,0.040833900000000006,0.0,0.0,0.0,-0.5266203700000001,North
1.28762403,0.5544619699999994,0,0,0.0,-0.45037037,0,0,North
0,0.3973963099999998,0.49368167999999985,0,0,-0.5266203700000001,0.0,0,West
0,0,0.51590028,0.21154305999999998,0,0,0.0,-0.45037037,West
0,0,0.5158035799999998,0.14021383,0,0,0.0,-0.38408779,West
0,0,0.52923404,0.09190565000000002,0,0,0.0,-0.37615741,West
0,0,0.5546736000000001,0.0573588,0,0,0.0,-0.37401468,West
0,0,0.6283846599999997,0.03595209,0,0,-0.00578704,-0.37037037,West
0,0,0.7271137500000003,0.021188270000000002,0,0,-0.01371742,-0.37037037,West
0,1.9032159099999995,0,0.0,0,-0.15625,0,-0.15625,South
0.0,1.3477084199999996,0,0,-0.37037037,-1.25,0,0,South
0,0,0.5577600200000001,1.3511620800000002,0,0,-0.0010798,-0.00093914,East
0,0,0.27709140000000004,1.406235870000001,0,0,0.0,-0.00270794,East
0,0,0.18945318,1.509713610000001,0,0,0.0,-0.0037501,East
0,0,0.15188015999999996,1.6604030600000008,0,0,0.0,-0.00447683,East
1.99311319,0,0.09777889999999999,0,-0.00819597,0,0.0,0,North
2.894132719999999,0.04623514,0,0,-0.017513149999999998,0.0,0,0,North
2.097933739999999,0.03797068,0.6507906700000003,1.5382230299999997,-0.02,0.0,0.0,0.0,North
2.1975507499999996,0.6889477100000002,0,0,-0.02371742,0.0,0,0,North
2.0521086400000006,0.4698083599999999,0,0.7037806500000001,-0.03324867,0.0,0,0.0,North
2.4121151400000005,0.6616142700000003,0,0,-0.05830904,0.0,0,0,North
1.5097677299999999,0.49105922,0.6430823300000004,1.5479308699999996,0.0,0.0,-0.1262963,0.0,North
1.28762403,0.9613001000000009,0,0,0.0,-0.07545082,0,0,North
0,0.6954996700000005,0.48196292999999985,0,0,-0.07545082,0.0,0,West
0,0,0.49833077999999986,0.40223542999999967,0,0,0.0,-0.04868577,West
0,0,0.5019531799999998,0.26903705999999994,0,0,0.0,-0.04287194,West
0,0,0.52646396,0.17508270999999995,0,0,0.0,-0.02371742,West
0,0,0.5519035200000001,0.12507599000000008,0,0,0.0,-0.01826908,West
0,0,0.6345574999999998,0.09198540000000006,0,0,0.0,-0.01736173,West
0,0,0.7398332200000004,0.06854874000000001,0,0,0.0,-0.02197266,West
0,1.9465614899999997,0,0.028258770000000002,0,-0.00203542,0,-0.02915452,South
0.0,1.4199861600000003,0,0,-0.0462963,-0.00171468,0,0,South
