voteFoodUp,voteFoodDown,voteFoodLeft,voteFoodRight,voteGhostUp,voteGhostDown,voteGhosLeft,voteGhostRight,labelNextAction
0,0,0.5577600200000001,1.3511620800000002,0,0,-0.0010798,-0.00093914,East
0,0,0.27709140000000004,1.406235870000001,0,0,0.0,-0.00270794,East
0,0,0.18945318,1.509713610000001,0,0,0.0,-0.00447683,East
0,0,0.15188015999999996,1.6604030600000008,0,0,0.0,-0.0069930700000000005,East
1.99311319,0,0.09777889999999999,0,-0.014551660000000001,0,0.0,0,North
2.894132719999999,0.04623514,0,0,-0.03915452,0.0,0,0,North
2.097933739999999,0.03797068,0.6507906700000003,1.5382230299999997,-0.16625,0.0,0.0,0.0,North
2.1975507499999996,0.6889477100000002,0,0,-1.26,0.0,0,0,North
0,0,0.5577600200000001,1.3511620800000002,0,0,-0.0010798,-0.00093914,East
0,0,0.27709140000000004,1.406235870000001,0,0,0.0,-0.00270794,East
0,0,0.18945318,1.509713610000001,0,0,0.0,-0.00447683,East
0,0,0.15188015999999996,1.6604030600000008,0,0,0.0,-0.00592592,East
1.99311319,0,0.09777889999999999,0,-0.00819597,0,0.0,0,North
2.894132719999999,0.04623514,0,0,-0.01330019,0.0,0,0,North
2.097933739999999,0.03797068,0.6507906700000003,1.5382230299999997,-0.01330019,0.0,0.0,0.0,North
2.1975507499999996,0.6889477100000002,0,0,-0.02371742,0.0,0,0,North
2.0521086400000006,0.4698083599999999,0,0.7037806500000001,-0.04868577,0.0,0,0.0,North
2.4121151400000005,0.6616142700000003,0,0,-0.09953125,0.0,0,0,North
1.5097677299999999,0.49105922,0.6430823300000004,1.5479308699999996,0.0,0.0,-0.41666667,0.0,East
0,0,0.8338482000000003,1.8776664299999999,0,0,-0.39952489,0.0,East
1.41631094,0,0.5131005699999999,1.53148047,0.0,0,-0.39952489,0.0,East
0,1.72681086,0.5406224599999996,0,0,0.0,-0.16996742,0,South
0.38509878,1.0705849800000005,0,0,-0.37788352000000003,0.0,0,0,South
0.29993607999999994,1.5514520000000003,0.5858148500000002,1.42332483,-0.16625,0.0,0.0,0.0,South
1.0245135000000007,0.6921524099999999,0,0,-0.03370618,0.0,0,0,North
0.29993607999999994,0.551452,0.5858148500000002,1.42332483,-0.034941559999999997,0.0,0.0,0.0,East
0,0,0.7184439700000002,1.6626758899999998,0,0,-0.00455166,-0.02915452,East
1.41303162,1.22935957,0.4790368099999995,0,-0.08,0.0,-0.00455166,0,North
1.2497677299999999,0.5261239099999995,0,0,-0.37037037,-0.00296296,0,0,North
0,0,0.5577600200000001,1.3511620800000002,0,0,-0.0010798,-0.00093914,East
0,0,0.27709140000000004,1.406235870000001,0,0,0.0,-0.00270794,East
0,0,0.18945318,1.509713610000001,0,0,0.0,-0.0037501,East
0,0,0.15188015999999996,1.6604030600000008,0,0,0.0,-0.00447683,East
1.99311319,0,0.09777889999999999,0,-0.00819597,0,0.0,0,North
2.894132719999999,0.04623514,0,0,-0.017513149999999998,0.0,0,0,North
2.097933739999999,0.03797068,0.6507906700000003,1.5382230299999997,-0.02,0.0,0.0,0.0,North
2.1975507499999996,0.6889477100000002,0,0,-0.02371742,0.0,0,0,North
2.0521086400000006,0.4698083599999999,0,0.7037806500000001,-0.04868577,0.0,0,0.0,North
2.4121151400000005,0.6616142700000003,0,0,-0.1262963,0.0,0,0,North
1.5097677299999999,0.49105922,0.6430823300000004,1.5479308699999996,0.0,0.0,-0.5266203700000001,0.0,East
0,0,0.8338482000000003,1.8776664299999999,0,0,-0.45037037,0.0,East
1.41631094,0,0.5131005699999999,1.53148047,0.0,0,-0.45037037,0.0,East
0,1.72681086,0.5406224599999996,0,0,0.0,-0.23625000000000002,0,South
0.38509878,1.0705849800000005,0,0,-0.5266203700000001,0.0,0,0,South
0.29993607999999994,1.5514520000000003,0.5858148500000002,1.42332483,-1.62037037,0.0,0.0,0.0,South
1.0245135000000007,0.6921524099999999,0,0,-1.62037037,0.0,0,0,South
0.5348677799999998,0,0.7574494700000003,0,-0.5266203700000001,0,0.0,0,West
0,1.38853316,0.6505018400000001,0.27273104,0,0.0,0.0,-0.5266203700000001,South
0.6281028899999997,0.44948995,0,0,-1.2962963,0.0,0,0,South
0.37930377000000004,0,0,0.39954047,-0.38408779,0,0,0.0,East
0,0,0.2131119000000002,1.12843037,0,0,-0.16376315,0.0,East
0,0,0.1544153399999999,0.25334517,0,0,-0.16203704,0.0,East
1.3278605100000005,0,0.09193770999999998,0,0.0,0,-0.05208334,0,North
1.38654298,0.058069319999999994,0,0,0.0,-0.05208334,0,0,North
1.5325371100000003,0.03471388,0,0,-0.00455166,-0.02915452,0,0,North
1.8718051299999994,0.0,0,0,-0.00751315,-0.0462963,0,0,North
1.41303162,0.0,0.6559666100000001,0,0.0,-0.0462963,-0.00751315,0,North
1.2497677299999999,0.33187798999999996,0,0,0.0,-0.03279883,0,0,North
1.25966602,0.20291634000000003,0,0,0.0,-0.01615883,0,0,North
1.2652497800000002,0.09751869999999997,0,0,0.0,-0.01145794,0,0,North
0,0.07641128000000001,0.4590817899999998,0,0,-0.008763149999999999,0.0,0,West
